"route","method","auth_required","status_code","working","notes"
"/book","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/cancel","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/cases/{case_id}/generate-ai","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/cases/{case_id}/generate-diet","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/community/wellness-feed","GET","public_or_guest","200","working","GET probe"
"/contact","GET","public_or_guest","200","working","GET probe"
"/dashboard","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/debug/session","GET","public_or_guest","200","working","GET probe"
"/delivery","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/demo","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/demo/create-workspace","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/demo/reset","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/demo/setup","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/diagnostics/lab-booking","GET","public_or_guest","200","working","GET probe"
"/doctor/{doctor_type}/dashboard","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/doctor/dashboard","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/ambient-scribe","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/audit-trail","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/ayurveda-consultation/{patient_id}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/ayurveda-consultation/new","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/billing-integration","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/clinical-decisions","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/clinical-reporting","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/consent-forms","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/consultation/{patient_id}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/consultation/new","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/data-quality","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/doctor-dashboard","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/export/patients","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/integrated-consultation/{patient_id}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/lab-dashboard","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/mobile-emr","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/modern-consultation/{patient_id}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/modern-consultation/new","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/panchakarma-scheduler","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/patient-portal/{patient_id}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/patient-registration","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/patient-registration","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/emr/patient-registry","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/patient/{patient_id}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/prescription-viewer","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/telemedicine","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/test-emr","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/test-emr/{action}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/emr/vital-tracker","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/feedback/ux","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/followups","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/growth/referral-system","GET","public_or_guest","200","working","GET probe"
"/growth/waitlist","GET","public_or_guest","200","working","GET probe"
"/health","GET","public_or_guest","200","working","GET probe"
"/health/articles","GET","public_or_guest","200","working","GET probe"
"/health/deep","GET","public_or_guest","200","working","GET probe"
"/health/readiness","GET","public_or_guest","200","working","GET probe"
"/health/system","GET","public_or_guest","200","working","GET probe"
"/healthz","GET","public_or_guest","200","working","GET probe"
"/investor-demo","GET","public_or_guest","200","working","GET probe"
"/investors","GET","public_or_guest","200","working","GET probe"
"/lab","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/lab-analyzer","GET","patient","ERROR","broken","Operation is not valid due to the current state of the object."
"/launch/press-kit","GET","public_or_guest","200","working","GET probe"
"/login","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/login","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/logout","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/logout-all-devices","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/loyalty/rewards-program","GET","public_or_guest","200","working","GET probe"
"/marketplace/panchakarma-booking","GET","public_or_guest","200","working","GET probe"
"/medicine/{medicine_name}","GET","public_or_guest","200","working","GET probe"
"/medicines","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/my-health","GET","patient","200","working","GET probe"
"/order-medicines","GET","public_or_guest","200","working","GET probe"
"/order-medicines/ai-suggest","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/order-medicines/track-event","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/order-status/{order_id}","GET","public_or_guest","200","working","GET probe"
"/order/{token}","GET","public_or_guest","200","working","GET probe"
"/orders","GET","patient","200","working","GET probe"
"/orders/confirmation/{order_id}","GET","public_or_guest","404","working","GET probe"
"/orders/invoice/{order_id}","GET","public_or_guest","404","working","GET probe"
"/orders/tracking/{order_id}","GET","public_or_guest","200","working","GET probe"
"/outcomes/add","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/patient","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/patient/{patient_id}/timeline","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/patient/ai-suggest","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/patient/medicine-alternatives","GET","public_or_guest","200","working","GET probe"
"/patient/medicines","GET","public_or_guest","200","working","GET probe"
"/patient/nearby-pharmacies","GET","public_or_guest","400","working","GET probe"
"/patient/order/{order_id}/status","GET","public_or_guest","404","working","GET probe"
"/patient/order/create","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/patient/order/verify","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/patient/price-comparison","GET","public_or_guest","200","working","GET probe"
"/patients","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/patients/{patient_id}/appointments","POST","doctor","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/patients/{patient_id}/appointments/new","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/patients/{patient_id}/cases","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/patients/{patient_id}/cases","POST","doctor","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/patients/{patient_id}/cases/new","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/patients/{patient_id}/cases/transcribe-audio","POST","doctor","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/patients/{patient_id}/cases/transcribe-live","POST","doctor","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/patients/{patient_id}/outcomes","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/patients/{patient_id}/prescriptions/new","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/payments/add","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/payments/daily","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/payments/razorpay/create-order","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/payments/razorpay/failed","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/payments/razorpay/verify","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/pharmacy","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/pharmacy/dashboard","GET","doctor_or_pharmacy_ops","200","working","GET probe"
"/pharmacy/order-again/{order_token}","GET","public_or_guest","404","working","GET probe"
"/pharmacy/order/{order_id}/confirm","POST","doctor_or_pharmacy_ops","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/pharmacy/order/{order_id}/deliver","POST","doctor_or_pharmacy_ops","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/pharmacy/order/{order_id}/dispatch","POST","doctor_or_pharmacy_ops","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/pharmacy/order/{prescription_token}","GET","doctor_or_pharmacy_ops","404","working","GET probe"
"/pharmacy/verify-payment","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/plans","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/portal","GET","public_or_guest","200","working","GET probe"
"/portal/doctor","GET","portal_role","ERROR","broken","Operation is not valid due to the current state of the object."
"/portal/lab","GET","portal_role","ERROR","broken","Operation is not valid due to the current state of the object."
"/portal/partner","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/portal/patient","GET","patient","ERROR","broken","Operation is not valid due to the current state of the object."
"/portal/pharmacy","GET","portal_role","ERROR","broken","Operation is not valid due to the current state of the object."
"/portal/pharmacy/add-medicine","GET","portal_role","ERROR","broken","Operation is not valid due to the current state of the object."
"/portal/pharmacy/bulk-upload","GET","portal_role","ERROR","broken","Operation is not valid due to the current state of the object."
"/portal/pharmacy/expiry-tracker","GET","portal_role","ERROR","broken","Operation is not valid due to the current state of the object."
"/portal/pharmacy/stock-alerts","GET","portal_role","ERROR","broken","Operation is not valid due to the current state of the object."
"/prescriptions/{prescription_id}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/prescriptions/{prescription_id}/download","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/prescriptions/{prescription_id}/share","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/prescriptions/{prescription_id}/share/email","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/prescriptions/create","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/pricing","GET","public_or_guest","200","working","GET probe"
"/privacy","GET","public_or_guest","200","working","GET probe"
"/profiles/add","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/profiles/add","HEAD","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/profiles/manage","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/profiles/manage","HEAD","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/profiles/select","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/profiles/select","HEAD","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/scan-prescription/","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/signup","GET","public_or_guest","200","working","GET probe"
"/signup","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/store/wellness-store","GET","public_or_guest","200","working","GET probe"
"/subscribe/{plan_id}","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/subscription/smart-subscriptions","GET","public_or_guest","200","working","GET probe"
"/subscription/status","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/subscriptions/{user_id}","GET","public_or_guest","200","working","GET probe"
"/subscriptions/create","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/subscriptions/trigger-refill","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/superapp/dashboard","GET","public_or_guest","200","working","GET probe"
"/support/ai-assistant","GET","public_or_guest","200","working","GET probe"
"/tasks/run-followups","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/telemedicine/book","GET","public_or_guest","200","working","GET probe"
"/telemedicine/room/{session_id}","GET","public_or_guest","404","working","GET probe"
"/telemedicine/summary/{session_id}","GET","public_or_guest","200","working","GET probe"
"/telemedicine/symptom-checker","GET","public_or_guest","200","working","GET probe"
"/trust/verified-practitioners","GET","public_or_guest","200","working","GET probe"
"/webhook","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
